"X","date","serial_number","model","failure","smart_1_raw","smart_4_raw","smart_5_raw","smart_7_raw","smart_9_raw","smart_12_raw","smart_187_raw","smart_188_raw","smart_189_raw","smart_190_raw","smart_191_raw","smart_192_raw","smart_193_raw","smart_194_raw","smart_195_raw","smart_196_raw","smart_197_raw","smart_198_raw","smart_199_raw","smart_200_raw","smart_201_raw","smart_220_raw","smart_224_raw","smart_225_raw","smart_226_raw","smart_242_raw","smart_250_raw","smart_251_raw","naVal"
35,"1/12/2018","W300CSYX","ST4000DM000",0,0.396661852158558,0.0234287839345482,0,3.85849054027393e-07,0.87924959527664,0.969230769230769,0,0,0.00417536534446764,0.736842105263158,0,0.0192018072289157,0.128369294550849,0.7,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.411653549791489,0.688679177698401,0.457600276230107,1
36,"1/12/2018","Z300K0VT","ST4000DM000",0,0.0539454519094638,0.0163629602082559,0,1.36247208523857e-07,0.878678221121798,0.676923076923077,0,0.0131578947368421,0.00835073068893528,0.763157894736842,0,0.0120481927710843,0.115466634877745,0.725,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.494654284271021,0.688679177698401,0.457600276230107,1
37,"1/12/2018","Z3025R8D","ST4000DM000",0,0.582631293157381,0.00185942729639271,0,2.86127999559033e-06,0.626654604323398,0.0769230769230769,0,0.0394736842105263,0,0.657894736842105,0,0,0.0997526424541047,0.625,0.0844476712438198,0.140792094987648,0,0,0.000882128552355522,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.351139451122397,0.688679177698401,0.457600276230107,1
38,"1/12/2018","Z3029A8K","ST4000DM000",0,0.815924636369341,0.00185942729639271,0,2.87352030454839e-06,0.626726026092753,0.0769230769230769,0,0,0,0.684210526315789,0,0,0.108625394050174,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.415205295693724,0.688679177698401,0.457600276230107,1
39,"1/12/2018","Z3025RLZ","ST4000DM000",0,0.796763508288584,0.00185942729639271,0,2.86801060727503e-06,0.626654604323398,0.0769230769230769,0,0.0263157894736842,0,0.657894736842105,0,0,0.105665050729821,0.625,0.0844476712438198,0.140792094987648,0,0,0.000762921991226397,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.390208656046987,0.688679177698401,0.457600276230107,1
40,"1/12/2018","Z3025RM3","ST4000DM000",0,0.142340384695962,0.00185942729639271,0,2.86279999587576e-06,0.626678411579849,0.0769230769230769,0,0,0,0.684210526315789,0,0,0.105198150944396,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.401099125833099,0.688679177698401,0.457600276230107,1
41,"1/12/2018","Z3029B2W","ST4000DM000",0,0.115598652182531,0.00185942729639271,0,3.28185619737985e-06,0.626749833349205,0.0769230769230769,0,0,0,0.684210526315789,0,0,0.0449929137195687,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.205226252927457,0.688679177698401,0.457600276230107,1
42,"1/12/2018","W300CSMW","ST4000DM000",0,0.233509763296557,0.0163629602082559,0,1.51816244067397e-07,0.878654413865346,0.676923076923077,0,0,0.0208768267223382,0.763157894736842,0,0.0120481927710843,0.113615592466026,0.725,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.495124748429833,0.688679177698401,0.457600276230107,1
43,"1/12/2018","Z300KCGQ","ST4000DM000",0,0.230004059556866,0.0163629602082559,0,1.39957722220928e-07,0.878773450147605,0.676923076923077,0,0,0.0104384133611691,0.710526315789474,0,0.0120481927710843,0.113661951309968,0.675,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.495124748429833,0.688679177698401,0.457600276230107,1
44,"1/12/2018","Z3027JWR","ST4000DM000",0,0.263757166763724,0.00297508367422834,0,3.25653702771174e-06,0.626702218836301,0.123076923076923,0,0,0,0.657894736842105,0,0,0.0396384672441654,0.625,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.215430770243077,0.688679177698401,0.457600276230107,1
45,"1/12/2018","Z3029BAA","ST4000DM000",0,0.374383796184672,0.00185942729639271,0,3.28545934299984e-06,0.626702218836301,0.0769230769230769,0,0,0,0.684210526315789,0,0,0.0397278735860553,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.305894757871431,0.688679177698401,0.457600276230107,1
46,"1/12/2018","Z300K1L6","ST4000DM000",0,0.312293886999799,0.0163629602082559,0,1.47017220363103e-07,0.878987715455671,0.676923076923077,0,0,0,0.736842105263158,0,0.0120481927710843,0.114087459270444,0.7,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.49460258491291,0.688679177698401,0.457600276230107,1
47,"1/12/2018","Z3029AJ0","ST4000DM000",0,0.346619928758744,0.00185942729639271,0,2.86418190022935e-06,0.626726026092753,0.0769230769230769,0,0.0263157894736842,0,0.631578947368421,0,0,0.106881970383321,0.6,0.0844476712438198,0.140792094987648,0,0,0.00269406828151821,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.50399894324961,0.688679177698401,0.457600276230107,1
48,"1/12/2018","Z30269CS","ST4000DM000",0,0.225560218519697,0.00185942729639271,0,3.2875713438826e-06,0.626678411579849,0.0769230769230769,0,0,0,0.605263157894737,0,0,0.0449018517046809,0.575,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.249819330539732,0.688679177698401,0.457600276230107,1
49,"1/12/2018","W300CHQJ","ST4000DM000",0,0.0508470152945821,0.0234287839345482,0,1.00774054955923e-07,0.87924959527664,0.969230769230769,0,0,0.00626304801670146,0.763157894736842,0,0.0192018072289157,0.120203515324909,0.725,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.432077381213295,0.688679177698401,0.457600276230107,1
50,"1/12/2018","Z3025RGA","ST4000DM000",0,0.6993275535193,0.00185942729639271,0,2.87036478941289e-06,0.626654604323398,0.0769230769230769,0,0,0,0.684210526315789,0,0,0.107297544305809,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.415145841431896,0.688679177698401,0.457600276230107,1
51,"1/12/2018","Z3025S0H","ST4000DM000",0,0.881876009684446,0.00185942729639271,0,3.27626109166292e-06,0.626678411579849,0.0769230769230769,0,0,0,0.631578947368421,0,0,0.044857148533736,0.6,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.238738354641956,0.688679177698401,0.457600276230107,1
52,"1/12/2018","Z3026HGX","ST4000DM000",0,0.780105259962127,0.00185942729639271,0,7.09994863266599e-07,0.206837444052947,0.0769230769230769,0,0,0,0.631578947368421,0,0,0.0313965270603195,0.6,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.0706296249567616,0.688679177698401,0.457600276230107,1
53,"1/12/2018","Z3029BDJ","ST4000DM000",0,0.483226607401901,0.00185942729639271,0,3.28139092742272e-06,0.626773640605657,0.0769230769230769,0,0,0,0.684210526315789,0,0,0.041113671885348,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.280554317493255,0.688679177698401,0.457600276230107,1
54,"1/12/2018","Z3025S1C","ST4000DM000",0,0.289449978239962,0.00185942729639271,0,2.87593142328012e-06,0.626678411579849,0.0769230769230769,0,0,0,0.684210526315789,0,0,0.105686574478794,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.379258731999047,0.688679177698401,0.457600276230107,1
55,"1/12/2018","Z3025S5W","ST4000DM000",0,0.555292757917103,0.00185942729639271,0,2.82994629866598e-06,0.626654604323398,0.0769230769230769,0,0,0,0.710526315789474,0,0,0.106600505973668,0.675,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.337971624611489,0.688679177698401,0.457600276230107,1
56,"1/12/2018","Z300K8CR","ST4000DM000",0,0.0852827916427029,0.0163629602082559,0,1.46138419349158e-07,0.87870202837825,0.676923076923077,0,0.0131578947368421,0,0.763157894736842,0,0.0120481927710843,0.113468237569207,0.725,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.494592245041288,0.688679177698401,0.457600276230107,1
57,"1/12/2018","Z300K1BG","ST4000DM000",0,0.217695425434806,0.0234287839345482,0,1.00131402604017e-07,0.87924959527664,0.969230769230769,0,0,0.00417536534446764,0.789473684210526,0,0.0192018072289157,0.12534934700257,0.75,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.43212132566769,0.688679177698401,0.457600276230107,1
58,"1/12/2018","Z3029B3Q","ST4000DM000",0,0.610420831985557,0.00185942729639271,0,3.25803770806721e-06,0.626749833349205,0.0769230769230769,0,0,0,0.684210526315789,0,0,0.0397775437759941,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.270850347975794,0.688679177698401,0.457600276230107,1
59,"1/12/2018","Z3029BL9","ST4000DM000",0,0.39324591636185,0.00185942729639271,0,3.26450963946137e-06,0.626749833349205,0.0769230769230769,0,0,0,0.684210526315789,0,0,0.0398123129089512,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.226723139080127,0.688679177698401,0.457600276230107,1
60,"1/12/2018","W300C4TX","ST4000DM000",0,0.164578671307234,0.00297508367422834,0,1.99585173408839e-06,0.386534615750881,0.123076923076923,0,0,0,0.763157894736842,0,0,0.0868681951839784,0.725,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.0845010110412099,0.688679177698401,0.457600276230107,1
61,"1/12/2018","Z300KC4X","ST4000DM000",0,0.449420747594511,0.0163629602082559,0,1.69643487385466e-07,0.87870202837825,0.676923076923077,0,0,0.106471816283925,0.684210526315789,0,0.0120481927710843,0.115395440938833,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.494700813693322,0.688679177698401,0.457600276230107,1
62,"1/12/2018","Z305DGH7","ST4000DM000",0,0.054234263381243,0.00111565637783563,0,7.09895446275071e-07,0.205242357870679,0.0461538461538462,0,0,0,0.684210526315789,0,0,0.0303153725926515,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.0613958183045925,0.688679177698401,0.457600276230107,1
63,"1/12/2018","Z3025Q20","ST4000DM000",0,0.225249506030419,0.00185942729639271,0,3.28947253441528e-06,0.626678411579849,0.0769230769230769,0,0,0,0.631578947368421,0,0,0.0416236191687197,0.6,0.0844476712438198,0.140792094987648,0.000432759926430812,0.000432759926430812,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.205484004471766,0.688679177698401,0.457600276230107,1
64,"1/12/2018","Z3025RN4","ST4000DM000",0,0.0886529582471527,0.00185942729639271,0,2.82939141379285e-06,0.626654604323398,0.0769230769230769,0,0,0,0.684210526315789,0,0,0.10534881718721,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.338232706369951,0.688679177698401,0.457600276230107,1
65,"1/12/2018","S301F0LB","ST4000DM000",0,0.298377757536458,0.00148754183711417,0,6.82732274914382e-07,0.19312446433673,0.0615384615384615,0,0,0,0.631578947368421,0,0,0.0528159686349307,0.6,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.142394780506218,0.688679177698401,0.457600276230107,1
66,"1/12/2018","Z300K8MM","ST4000DM000",0,0.0478197242006178,0.0163629602082559,0,8.69357945202497e-08,0.878773450147605,0.676923076923077,0,0,0,0.736842105263158,0,0.0120481927710843,0.117720005827969,0.7,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.432860626488679,0.688679177698401,0.457600276230107,1
67,"1/12/2018","Z3025RRV","ST4000DM000",0,0.223671091830639,0.00185942729639271,0,2.84410033230767e-06,0.626654604323398,0.0769230769230769,0,0.0263157894736842,0,0.657894736842105,0,0,0.103083856526001,0.625,0.0844476712438198,0.140792094987648,0,0,0.00133511348464619,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.394148147135056,0.688679177698401,0.457600276230107,1
68,"1/12/2018","Z3025S2H","ST4000DM000",0,0.47463626114747,0.00185942729639271,0,2.83269027939796e-06,0.626678411579849,0.0769230769230769,0,0,0,0.684210526315789,0,0,0.104290842141514,0.65,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.360458260421931,0.688679177698401,0.457600276230107,1
69,"1/12/2018","Z3020S7K","ST4000DM000",0,0.699231785746674,0.00185942729639271,0,2.82975768598459e-06,0.626654604323398,0.0769230769230769,0,0,0,0.657894736842105,0,0,0.100891745476701,0.625,0.0844476712438198,0.140792094987648,0,0,0.00100133511348465,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.338881533314245,0.688679177698401,0.457600276230107,1
70,"1/12/2018","Z300K1H0","ST4000DM000",0,0.184210671264219,0.0163629602082559,0,1.10182509120297e-07,0.87870202837825,0.676923076923077,0,0,0.0146137787056367,0.710526315789474,0,0.0120481927710843,0.12260589684495,0.675,0.0844476712438198,0.140792094987648,0,0,0,0.00697640326213442,0.0181542763750595,0.397933884297521,0.0221001769070314,0.0221001769070314,0.00826446280991736,0.430795237132139,0.688679177698401,0.457600276230107,1
